0.82331,0.70823
2.7582,0.80705
0.67283,1.4375
1.1615,0.17808
1.1615,0.17808
1.1615,0.17808
1.1615,0.17808
1.1615,0.17808
1.1615,0.17808
1.1615,0.17808
1.1615,0.17808
1.1615,0.17808
1.1615,0.17808
1.1615,0.17808
1.1615,0.17808
1.1615,0.17808
1.1615,0.17808
1.1615,0.17808
1.1615,0.17808
1.1615,0.17808
1.1615,0.17808
1.1615,0.17808
1.1615,0.17808
1.1615,0.17808
1.1615,0.17808
1.1615,0.17808
1.1615,0.17808
1.1615,0.17808
0.16493,1.0321
0.16493,1.0321
0.16493,1.0321
0.16493,1.0321
0.16493,1.0321
0.16493,1.0321
0.16493,1.0321
0.16493,1.0321
0.16493,1.0321
0.16493,1.0321
